Phases,Image,Enhancement,Focus,Background
5.0,12.0,225.93371826325026,2870.3333333333335,12.704315917949526
5.0,13.0,174.1690924687655,2300.0,13.205557699122012
5.0,14.0,181.18680990953095,2573.222222222222,14.202039450372062
5.0,15.0,160.46283128951478,2284.5555555555557,14.23728808220796
5.0,16.0,145.7218577412397,2111.222222222222,14.488027087680617
5.0,17.0,141.64455490330263,1896.888888888889,13.391894169061773
5.0,18.0,173.1702672925501,2301.1111111111113,13.288142052836726
5.0,19.0,156.96923959225535,2098.4444444444443,13.36850742155203
5.0,20.0,181.56126495198262,2379.5555555555557,13.106075
5.0,21.0,164.27914577339058,2264.1111111111113,13.782096932950116
5.0,22.0,160.51801817481643,2202.8888888888887,13.723623764715146
5.0,23.0,142.34666987252194,1923.7777777777778,13.514736800661444
5.0,24.0,116.52643213273082,1569.4444444444443,13.4685703125
5.0,0.0,118.73463451067816,1632.2222222222222,13.746807988661738
5.0,1.0,160.46110127197568,2180.1111111111113,13.586539627544392
5.0,2.0,201.33269444838314,2853.3333333333335,14.172230402771763
5.0,3.0,167.2041036371312,2359.5555555555557,14.111828024725384
5.0,4.0,106.11236155117868,1480.7777777777778,13.954809375
5.0,5.0,171.98197026083423,2370.4444444444443,13.783098547186897
5.0,6.0,141.20060623055485,2019.0,14.298805464782077
5.0,7.0,82.717165290949,1240.4444444444443,14.996215599039333
5.0,8.0,180.71315326165163,2564.777777777778,14.192535139178707
5.0,9.0,98.9684045866086,1461.2222222222222,14.76453246190795
5.0,10.0,172.84010342457694,2607.222222222222,15.08459073191858
5.0,11.0,175.5058508859409,2444.8888888888887,13.930526398677113
5.0,12.0,224.70739945975455,2891.1111111111113,12.866114413953305
5.0,13.0,169.9209785181759,2312.0,13.60632465845112
5.0,14.0,186.22951146870716,2633.5555555555557,14.141451238237726
5.0,15.0,158.5215847679176,2270.8888888888887,14.325423835584077
5.0,16.0,143.41689965331682,2073.8888888888887,14.46056143942675
5.0,17.0,152.35103623001757,2045.888888888889,13.428782235521084
5.0,18.0,175.5841162213321,2269.0,12.922581203984409
5.0,19.0,151.64730257902684,2032.111111111111,13.400245678963739
5.0,20.0,174.81558485296873,2295.4444444444443,13.1306625
5.0,21.0,162.21067888762573,2264.222222222222,13.95852750108272
5.0,22.0,154.02384922157182,2136.0,13.86798220402378
5.0,23.0,147.8486405026479,2026.2222222222222,13.704706484507264
5.0,24.0,107.30072087267685,1447.7777777777778,13.4927125
5.0,0.0,120.2312945189178,1636.5555555555557,13.61172698093217
5.0,1.0,145.31240074049535,1987.3333333333333,13.676281743375723
5.0,2.0,201.13092553207727,2829.3333333333335,14.067122327650695
5.0,3.0,174.76395391181893,2471.6666666666665,14.142885940391354
5.0,4.0,104.02369992924693,1405.5555555555557,13.511878125
5.0,5.0,169.86997021581755,2369.777777777778,13.950539785030907
5.0,6.0,140.4536665118009,2042.0,14.538602307177447
5.0,7.0,78.21629964436765,1208.5555555555557,15.451453994251743
5.0,8.0,182.72179064759683,2561.777777777778,14.020100003937163
5.0,9.0,100.08046418144231,1497.888888888889,14.966845938816489
5.0,10.0,176.2689171041869,2624.3333333333335,14.888236544745856
5.0,11.0,179.11802914877086,2496.1111111111113,13.935565967164061
5.0,12.0,221.99693871862837,2807.6666666666665,12.647321548092444
5.0,13.0,173.5646824238317,2331.3333333333335,13.43207212882397
5.0,14.0,179.89567854001507,2534.777777777778,14.090264971061853
5.0,15.0,149.11302087953257,2155.0,14.452124886806567
5.0,16.0,145.35347468093363,2065.0,14.206746722311902
5.0,17.0,140.23106480150955,1920.3333333333333,13.694065120674042
5.0,18.0,166.747479898381,2205.1111111111113,13.224254498208591
5.0,19.0,152.17493546681703,2027.7777777777778,13.325307295562817
5.0,20.0,181.23843951042787,2382.1111111111113,13.1435203125
5.0,21.0,159.57727820855567,2227.5555555555557,13.959102326863261
5.0,22.0,147.95637643819327,2070.5555555555557,13.99436513248553
5.0,23.0,139.67849908245043,1921.5555555555557,13.756988857829048
5.0,24.0,100.08338688676764,1344.7777777777778,13.4365734375
5.0,0.0,122.38636901719607,1681.111111111111,13.736097611286304
5.0,1.0,157.1260153546156,2151.6666666666665,13.693891885507304
5.0,2.0,206.7006180626688,2912.0,14.088008189298792
5.0,3.0,171.30592567981705,2401.8888888888887,14.021049647623922
5.0,4.0,102.92620216370011,1428.6666666666667,13.8804953125
5.0,5.0,173.93477961969245,2401.777777777778,13.808496397495965
5.0,6.0,141.196693570221,2030.2222222222222,14.378681050435057
5.0,7.0,70.86200853961475,1069.4444444444443,15.091929603527698
5.0,8.0,178.93697115539436,2529.0,14.13346824678137
5.0,9.0,82.52583658312085,1241.0,15.0377148706642
5.0,10.0,176.94043267024156,2643.777777777778,14.941626048269617
5.0,11.0,179.8738626695881,2501.1111111111113,13.90480570101185
5.0,12.0,232.0488365455294,2923.222222222222,12.597443993858025
5.0,13.0,179.19782807947607,2421.222222222222,13.51144848222371
5.0,14.0,178.59505955863443,2534.0,14.188522382770975
5.0,15.0,158.90043746348917,2279.777777777778,14.347208945234064
5.0,16.0,143.4242462706256,2097.4444444444443,14.624057640064569
5.0,17.0,152.92969171194866,2058.6666666666665,13.461523682034725
5.0,18.0,171.41596048789813,2255.6666666666665,13.159023583605654
5.0,19.0,154.78398633610882,2082.1111111111113,13.451721721327612
5.0,20.0,179.82176104376836,2376.3333333333335,13.2149375
5.0,21.0,165.037574582443,2276.5555555555557,13.794165124611204
5.0,22.0,156.39348529143646,2178.8888888888887,13.932094964368677
5.0,23.0,139.10170060446399,1884.888888888889,13.550437418796015
5.0,24.0,106.66157097287747,1430.3333333333333,13.410015625
5.0,0.0,116.5384343675329,1569.3333333333333,13.466229762312155
5.0,1.0,154.6114638177633,2125.4444444444443,13.747004212764281
5.0,2.0,202.00382745292924,2854.222222222222,14.12954525768731
5.0,3.0,164.00335086282163,2298.1111111111113,14.012586322296153
5.0,4.0,101.15626998218046,1409.2222222222222,13.931140625
5.0,5.0,169.56425227708317,2349.5555555555557,13.856432142997756
5.0,6.0,148.30561713733672,2081.6666666666665,14.03633056419544
5.0,7.0,73.76781785436113,1120.0,15.182772550100397
5.0,8.0,182.2818489716683,2565.5555555555557,14.074662781999292
5.0,9.0,86.02976007927536,1288.6666666666667,14.979312571361078
5.0,10.0,174.70350187100607,2599.3333333333335,14.878541674869089
5.0,11.0,174.7236547183426,2437.4444444444443,13.950283082011103
5.0,12.0,226.11944774460372,2863.1111111111113,12.661941021300052
5.0,13.0,174.20728253994133,2362.4444444444443,13.561111854797433
5.0,14.0,182.43344015341168,2581.222222222222,14.148843655262018
5.0,15.0,146.95469606201695,2157.4444444444443,14.681017362888303
5.0,16.0,139.03245386614475,2033.111111111111,14.623284381274853
5.0,17.0,148.4764639620815,2000.3333333333333,13.472393401315012
5.0,18.0,167.03047284385462,2171.5555555555557,13.000954368282216
5.0,19.0,153.6852490140211,2070.6666666666665,13.473424937989684
5.0,20.0,184.13053538202135,2374.8888888888887,12.8978546875
5.0,21.0,163.66993013889683,2270.3333333333335,13.871413835190362
5.0,22.0,159.72135296170114,2207.6666666666665,13.821988267254616
5.0,23.0,139.36421285427045,1897.5555555555557,13.615802196936887
5.0,24.0,102.57641677726576,1399.4444444444443,13.6429453125
6.0,0.0,119.90434690888753,1630.6666666666667,13.59972935681616
6.0,1.0,160.54034028040846,2151.1111111111113,13.399193669042088
6.0,2.0,202.02999520668172,2808.6666666666665,13.902226071892594
6.0,3.0,178.12165607176814,2462.8888888888887,13.827004212764281
6.0,4.0,103.17294722116043,1448.6666666666667,14.0411484375
6.0,5.0,175.02296111809332,2382.0,13.609642899326746
6.0,6.0,164.56225589774792,2327.6666666666665,14.144596243946612
6.0,7.0,67.78975263655538,1029.3333333333333,15.184202527658568
6.0,8.0,183.6888742771318,2517.0,13.702517421945746
6.0,9.0,61.875936122465895,919.2222222222222,14.855891964250562
6.0,10.0,173.9789083236675,2515.4444444444443,14.458329855506122
6.0,11.0,167.39453461885773,2309.5555555555557,13.797078625142722
6.0,12.0,221.09075862784798,2780.5555555555557,12.576534509232648
6.0,13.0,167.21292432467996,2190.6666666666665,13.101060671679987
6.0,14.0,178.35679176212,2477.4444444444443,13.890384660813417
6.0,15.0,146.62518832300125,2089.1111111111113,14.247968817669987
6.0,16.0,145.12476620183307,2053.0,14.146448285365565
6.0,17.0,165.7149664833649,2181.8888888888887,13.166516791999685
6.0,18.0,171.9512564506172,2233.1111111111113,12.986884523012717
6.0,19.0,157.01080657391805,2075.6666666666665,13.219896846332533
6.0,20.0,166.9634321418893,2138.5555555555557,12.8085265625
6.0,21.0,152.24012102788532,2056.8888888888887,13.510820111027993
6.0,22.0,150.62804361000192,2049.777777777778,13.608208197173116
6.0,23.0,128.47579507102387,1708.6666666666667,13.299522028426315
6.0,24.0,110.52909032625148,1483.111111111111,13.4182875
6.0,0.0,125.16635187616014,1720.0,13.741712322987345
6.0,1.0,158.65089677795964,2115.8888888888887,13.336759714949407
6.0,2.0,196.69062413551967,2711.6666666666665,13.786456159691326
6.0,3.0,175.1291614778938,2428.1111111111113,13.864687586125438
6.0,4.0,105.47322094807126,1462.7777777777778,13.8687125
6.0,5.0,167.75135203502631,2314.1111111111113,13.794887987716052
6.0,6.0,179.61986746775077,2519.1111111111113,14.024679711799678
6.0,7.0,85.97963034109125,1272.3333333333333,14.798078664514351
6.0,8.0,188.99428999696852,2642.8888888888887,13.983961573290287
6.0,9.0,81.36577139759498,1179.4444444444443,14.495584865545888
6.0,10.0,183.8448784580595,2651.222222222222,14.420974054096618
6.0,11.0,168.57299029293327,2363.222222222222,14.018984999409426
6.0,12.0,220.1208463009239,2707.777777777778,12.3013236741604
6.0,13.0,183.53200087430312,2390.1111111111113,13.022857592818616
6.0,14.0,176.67939722574476,2442.5555555555557,13.824789952360328
6.0,15.0,156.82580466028242,2243.5555555555557,14.306035670695696
6.0,16.0,144.41473539410077,2039.6666666666667,14.123674160400016
6.0,17.0,168.06152322116642,2212.3333333333335,13.16383007205008
6.0,18.0,174.9526867424049,2266.5555555555557,12.955248631835898
6.0,19.0,152.07013050042167,2063.4444444444443,13.569031851647702
6.0,20.0,170.3531267320146,2233.222222222222,13.1093703125
6.0,21.0,156.6985575417121,2136.3333333333335,13.633395015551793
6.0,22.0,143.79435766845108,1992.2222222222222,13.854661994566715
6.0,23.0,123.85954510903667,1694.7777777777778,13.68306153785582
6.0,24.0,125.2567771829239,1652.2222222222222,13.19068125
6.0,0.0,124.10022300816927,1689.111111111111,13.610862818513391
6.0,1.0,153.75248967762514,2098.1111111111113,13.646030158667664
6.0,2.0,199.31511765096172,2760.222222222222,13.848534194259617
6.0,3.0,175.59695990194365,2439.8888888888887,13.89482420567739
6.0,4.0,96.601985677403,1362.888888888889,14.108290625
6.0,5.0,167.55378277541135,2344.222222222222,13.990864207252255
6.0,6.0,178.08289984891573,2472.3333333333335,13.883047364069451
6.0,7.0,93.75751288118823,1357.888888888889,14.482987519193669
6.0,8.0,186.77903850298335,2564.777777777778,13.731614630497264
6.0,9.0,87.52168198808025,1264.888888888889,14.452291822512697
6.0,10.0,191.13001333033247,2766.222222222222,14.472987125477381
6.0,11.0,163.07958567237995,2269.6666666666665,13.917540060632309
6.0,12.0,231.86555059339975,2891.777777777778,12.471787078231426
6.0,13.0,183.83149574515986,2397.0,13.03911492578448
6.0,14.0,182.68806473100207,2484.777777777778,13.601204771841411
6.0,15.0,154.91840357431985,2207.3333333333335,14.248360959092878
6.0,16.0,150.97434021794962,2124.222222222222,14.070087798732233
6.0,17.0,173.42623740056294,2283.1111111111113,13.164738769242884
6.0,18.0,172.9676269547402,2210.5555555555557,12.780169298003859
6.0,19.0,153.98224400060238,2035.2222222222222,13.217252647742036
6.0,20.0,172.10076747478442,2205.4444444444443,12.81484375
6.0,21.0,154.72107490802233,2123.6666666666665,13.725775030513013
6.0,22.0,149.56850267608257,2057.3333333333335,13.755124217488877
6.0,23.0,138.26661134320767,1824.888888888889,13.198333792669002
6.0,24.0,123.3143248171864,1618.7777777777778,13.1272484375
6.0,0.0,126.83926624368449,1725.3333333333333,13.60251745716197
6.0,1.0,158.18392525096493,2111.3333333333335,13.347331784715934
6.0,2.0,195.94894658130278,2732.0,13.942407181385095
6.0,3.0,177.4194765986727,2433.777777777778,13.717647151462655
6.0,4.0,117.70607201124906,1644.6666666666667,13.9726578125
6.0,5.0,170.51323535873138,2369.3333333333335,13.895304539548802
6.0,6.0,182.29624703812,2564.8888888888887,14.069894090318517
6.0,7.0,105.87093268798755,1527.111111111111,14.424271821725265
6.0,8.0,189.49707872964825,2615.0,13.799685026969566
6.0,9.0,101.02459799782616,1449.6666666666667,14.349640537029018
6.0,10.0,179.47222130019077,2622.6666666666665,14.613217843222174
6.0,11.0,152.73406204013472,2139.5555555555557,14.008371983148942
6.0,12.0,226.4537713615897,2800.0,12.36455451002008
6.0,13.0,187.11098024805528,2462.4444444444443,13.160341745738021
6.0,14.0,184.26995792232947,2573.777777777778,13.967430213787944
6.0,15.0,157.24442617122514,2215.0,14.086349856293555
6.0,16.0,155.9944367177507,2174.777777777778,13.941380369305879
6.0,17.0,169.76252894094176,2202.5555555555557,12.974332847749912
6.0,18.0,168.96474648550628,2198.3333333333335,13.01060356706957
6.0,19.0,157.7080558858283,2025.0,12.8401811094925
6.0,20.0,176.99645218463309,2237.3333333333335,12.6405546875
6.0,21.0,157.33073983597183,2133.222222222222,13.55883932438285
6.0,22.0,148.37739804765837,2039.4444444444443,13.744980511043742
6.0,23.0,133.1108251739739,1786.3333333333333,13.41989527146738
6.0,24.0,126.99334456684399,1656.5555555555557,13.044428125
6.0,0.0,132.00817708012607,1772.2222222222222,13.425094273868519
6.0,1.0,165.75084121572195,2230.4444444444443,13.456610102759951
6.0,2.0,200.61391483541914,2828.8888888888887,14.101159888184574
6.0,3.0,172.7887564955915,2395.777777777778,13.86535690381511
6.0,4.0,112.58698347937838,1555.7777777777778,13.8184515625
6.0,5.0,161.31454323088036,2264.6666666666665,14.03882515059648
6.0,6.0,180.82511610576603,2603.6666666666665,14.398810976810111
6.0,7.0,118.22576016599396,1699.6666666666667,14.37644946651443
6.0,8.0,189.06661105665052,2599.1111111111113,13.747065632505217
6.0,9.0,105.12415462942434,1483.6666666666667,14.113470609079098
6.0,10.0,182.3707453820988,2680.1111111111113,14.69594865939604
6.0,11.0,158.37805139907312,2209.1111111111113,13.948341273278476
6.0,12.0,228.4599751073582,2852.4444444444443,12.485532501279579
6.0,13.0,183.18605532776226,2406.222222222222,13.135400606323083
6.0,14.0,183.64146907536343,2565.5555555555557,13.97045867947557
6.0,15.0,156.25993026814328,2214.222222222222,14.170121658333006
6.0,16.0,154.1690878538934,2182.3333333333335,14.155453364305682
6.0,17.0,171.3446349215729,2265.0,13.218972400488209
6.0,18.0,167.7182108659443,2183.0,13.015879365329344
6.0,19.0,151.34112625396222,1980.6666666666667,13.087431788653097
6.0,20.0,168.55598716528195,2181.3333333333335,12.9412984375
6.0,21.0,148.81999702748433,2050.0,13.775030513012323
6.0,22.0,148.8344175052833,2070.3333333333335,13.910313004448994
6.0,23.0,129.48838998616108,1766.111111111111,13.639146423087523
6.0,24.0,121.83736648268469,1616.0,13.2635828125
